Id,SalePrice
1669,319238.97
1670,352928.7
1671,265355.53
1672,479924.9
1673,299253.84
1674,259212.52
1675,194005.81
1676,204142.23
1677,224510.0
1678,460688.66
1679,414069.3
1680,347957.0
1681,238194.7
1682,301167.6
1683,174375.94
1684,166965.2
1685,173297.08
1686,171305.05
1687,167513.2
1688,183609.08
1689,197959.73
1690,192293.83
1691,187307.61
1692,270839.38
1693,169739.83
1694,184108.03
1695,172341.45
1696,279071.5
1697,178030.64
1698,382522.4
1699,320747.06
1700,266537.03
1701,257437.98
1702,246564.81
1703,255204.66
1704,283064.5
1705,244634.8
1706,452389.5
1707,221923.19
1708,207060.92
1709,266736.12
1710,220424.77
1711,262104.39
1712,243180.75
1713,303711.53
1714,223769.47
1715,210070.78
1716,187807.39
1717,169328.28
1718,138483.69
1719,205343.92
1720,242524.69
1721,166556.53
1722,128327.68
1723,160372.03
1724,193166.94
1725,233053.67
1726,189916.14
1727,159960.84
1728,179070.9
1729,182600.39
1730,160605.0
1731,122702.664
1732,131544.28
1733,117313.055
1734,112199.4
1735,131907.89
1736,119576.93
1737,297195.56
1738,244024.06
1739,314598.1
1740,245198.89
1741,191884.14
1742,189395.58
1743,171168.89
1744,303981.7
1745,214907.23
1746,182670.61
1747,214683.25
1748,248541.5
1749,151336.95
1750,128944.04
1751,243319.31
1752,121669.65
1753,154375.31
1754,175495.78
1755,171780.62
1756,139450.64
1757,125685.55
1758,153796.81
1759,156526.33
1760,154221.39
1761,136973.95
1762,190121.55
1763,177583.95
1764,111301.695
1765,182166.94
1766,149834.31
1767,191827.58
1768,143378.88
1769,173804.86
1770,150442.73
1771,139798.05
1772,132574.67
1773,131853.62
1774,112544.05
1775,145711.56
1776,128943.38
1777,118233.55
1778,144188.12
1779,120979.61
1780,182429.72
1781,135168.16
1782,96074.3
1783,155592.81
1784,104693.01
1785,134685.77
1786,154920.83
1787,155196.55
1788,72276.87
1789,96885.36
1790,85573.46
1791,191254.95
1792,155201.98
1793,130636.195
1794,149366.39
1795,132249.9
1796,130189.52
1797,112049.945
1798,131083.81
1799,116912.62
1800,147885.78
1801,154451.56
1802,132911.58
1803,153645.95
1804,140052.5
1805,137041.6
1806,119007.77
1807,127351.23
1808,115019.21
1809,119870.98
1810,153312.72
1811,89922.22
1812,99831.3
1813,120449.27
1814,97691.13
1815,57643.72
1816,103016.766
1817,121664.984
1818,170779.52
1819,133852.62
1820,60267.055
1821,112543.36
1822,169322.28
1823,35401.945
1824,134649.48
1825,146879.95
1826,110210.5
1827,95730.36
1828,119279.85
1829,110411.23
1830,144177.9
1831,143035.05
1832,70167.04
1833,130756.16
1834,117196.94
1835,112124.17
1836,129377.99
1837,73961.72
1838,120085.71
1839,93449.59
1840,168239.53
1841,144561.38
1842,89247.51
1843,125689.0
1844,136566.25
1845,149243.84
1846,143470.6
1847,162370.06
1848,68479.945
1849,104596.49
1850,118775.72
1851,145543.34
1852,126002.234
1853,139351.78
1854,167814.62
1855,135828.47
1856,209635.52
1857,157073.08
1858,152400.89
1859,118246.375
1860,152079.06
1861,120094.836
1862,340673.9
1863,318745.06
1864,319323.88
1865,344905.06
1866,349245.22
1867,221977.08
1868,301644.84
1869,205367.88
1870,229069.98
1871,245811.25
1872,169849.94
1873,225752.47
1874,144685.48
1875,190237.8
1876,195177.64
1877,217589.98
1878,205372.33
1879,128385.97
1880,142344.55
1881,237620.23
1882,235281.73
1883,185815.83
1884,208843.0
1885,239003.98
1886,307045.8
1887,203960.3
1888,269276.97
1889,168023.58
1890,127386.3
1891,142166.75
1892,93696.125
1893,132461.66
1894,131648.44
1895,138566.6
1896,131889.42
1897,116930.64
1898,108112.39
1899,152712.47
1900,134389.14
1901,202509.8
1902,141656.69
1903,216224.75
1904,157025.53
1905,196583.17
1906,180280.2
1907,204722.9
1908,111579.56
1909,136063.25
1910,122917.8
1911,236990.88
1912,314527.88
1913,156602.53
1914,60387.14
1915,348106.22
1916,66244.67
1917,244478.19
1918,144908.84
1919,167958.81
1920,162579.36
1921,426004.84
1922,341579.9
1923,219142.1
1924,230247.53
1925,212157.31
1926,421611.66
1927,122389.125
1928,149961.14
1929,118626.22
1930,143378.94
1931,146371.97
1932,152496.97
1933,194471.12
1934,178604.95
1935,181642.28
1936,192799.14
1937,179632.62
1938,181701.27
1939,238006.34
1940,181561.73
1941,181512.16
1942,193846.8
1943,209800.2
1944,391175.4
1945,409768.03
1946,173013.2
1947,358585.84
1948,161379.69
1949,261112.28
1950,177258.06
1951,266518.4
1952,190866.12
1953,171059.1
1954,174618.7
1955,144631.33
1956,268328.25
1957,139955.16
1958,318055.84
1959,150849.08
1960,108459.03
1961,120629.57
1962,100140.16
1963,103577.29
1964,122051.93
1965,143027.44
1966,134922.58
1967,311771.34
1968,479800.9
1969,425419.03
1970,480910.6
1971,478181.25
1972,405981.5
1973,256353.72
1974,336459.7
1975,538537.44
1976,281249.7
1977,401131.3
1978,397815.3
1979,316124.22
1980,205187.89
1981,353823.28
1982,236679.39
1983,209489.88
1984,168684.05
1985,219210.69
1986,202292.62
1987,189716.92
1988,186566.1
1989,200247.11
1990,223621.47
1991,241422.16
1992,217796.31
1993,167580.61
1994,235985.88
1995,189866.19
1996,246065.11
1997,323218.1
1998,354038.97
1999,286200.97
2000,321717.66
2001,280958.38
2002,271416.3
2003,251005.64
2004,276303.6
2005,205206.5
2006,225961.78
2007,247227.22
2008,217997.9
2009,202394.47
2010,195749.34
2011,138514.98
2012,180733.44
2013,185092.0
2014,177575.84
2015,196656.55
2016,201259.39
2017,197006.11
2018,125135.12
2019,134970.97
2020,99745.56
2021,104070.25
2022,170612.86
2023,147012.97
2024,275783.0
2025,358160.75
2026,167065.08
2027,161727.7
2028,155978.23
2029,175113.4
2030,268350.72
2031,223427.73
2032,250816.84
2033,240811.27
2034,172913.5
2035,230863.19
2036,182656.1
2037,193615.3
2038,262654.72
2039,231587.92
2040,268244.88
2041,276157.9
2042,207665.36
2043,166927.95
2044,172332.94
2045,213907.98
2046,140661.69
2047,149766.47
2048,138661.69
2049,147588.77
2050,185635.52
2051,106707.445
2052,139912.6
2053,153022.02
2054,91169.94
2055,153555.89
2056,135323.31
2057,122266.64
2058,233089.16
2059,140926.47
2060,170772.2
2061,159804.69
2062,133911.84
2063,113090.49
2064,158136.12
2065,132549.67
2066,171455.48
2067,112160.61
2068,139553.77
2069,82023.734
2070,111750.24
2071,102756.45
2072,133938.2
2073,138273.94
2074,187008.66
2075,144645.53
2076,126144.6
2077,157077.83
2078,136779.73
2079,142323.39
2080,117157.36
2081,123892.59
2082,141360.14
2083,151482.95
2084,118370.52
2085,125482.37
2086,146526.52
2087,125046.29
2088,84217.98
2089,81935.375
2090,123682.0
2091,141316.03
2092,136354.44
2093,137182.14
2094,103553.94
2095,147657.95
2096,75812.516
2097,86612.82
2098,161502.97
2099,70200.33
2100,97234.09
2101,119847.09
2102,115882.19
2103,110794.69
2104,124297.74
2105,119546.4
2106,84402.836
2107,245401.58
2108,114756.24
2109,107449.22
2110,127922.77
2111,128299.875
2112,143560.64
2113,117433.02
2114,107948.69
2115,167343.25
2116,111392.836
2117,154135.14
2118,119924.11
2119,111781.98
2120,119774.85
2121,118635.46
2122,118169.57
2123,71373.28
2124,145759.11
2125,119328.76
2126,163045.62
2127,162717.69
2128,120031.086
2129,94370.484
2130,156479.16
2131,143898.77
2132,113230.25
2133,125700.86
2134,124218.875
2135,81203.31
2136,83341.39
2137,123781.35
2138,130090.44
2139,146871.2
2140,134839.77
2141,150449.12
2142,135699.06
2143,151153.39
2144,116129.16
2145,130359.516
2146,156291.45
2147,148264.6
2148,139381.25
2149,136836.14
2150,236128.8
2151,107464.01
2152,193992.11
2153,166347.7
2154,101316.016
2155,144101.75
2156,295588.1
2157,226244.2
2158,241012.88
2159,198133.81
2160,171476.28
2161,239184.78
2162,438551.16
2163,357915.16
2164,242765.3
2165,199760.11
2166,149816.67
2167,201487.27
2168,204078.58
2169,206417.31
2170,218345.55
2171,155619.52
2172,143110.72
2173,161132.75
2174,218481.58
2175,293416.12
2176,311244.62
2177,253818.03
2178,204655.84
2179,136129.31
2180,249076.98
2181,187011.47
2182,219711.69
2183,194177.33
2184,120328.71
2185,111780.414
2186,144605.72
2187,166285.12
2188,154082.7
2189,207489.92
2190,76785.85
2191,80228.05
2192,89856.4
2193,117332.57
2194,107845.945
2195,109629.51
2196,101904.17
2197,121368.875
2198,151390.23
2199,184459.86
2200,160308.7
2201,133947.81
2202,208425.6
2203,152901.06
2204,219953.14
2205,125485.08
2206,142060.94
2207,210863.38
2208,269323.25
2209,231446.19
2210,119772.055
2211,109796.57
2212,110373.15
2213,104572.93
2214,121858.98
2215,102300.94
2216,151958.31
2217,66660.01
2218,70019.74
2219,67974.5
2220,62170.85
2221,344693.66
2222,292434.84
2223,296438.47
2224,214948.17
2225,135197.47
2226,200382.8
2227,195164.86
2228,277447.2
2229,259825.34
2230,176367.58
2231,221392.34
2232,198350.86
2233,178760.77
2234,231066.39
2235,247108.08
2236,279481.7
2237,332139.97
2238,209176.66
2239,120877.016
2240,159361.97
2241,171080.1
2242,125131.13
2243,118001.84
2244,102675.9
2245,99830.66
2246,146571.56
2247,112024.57
2248,132689.38
2249,125993.62
2250,142949.52
2251,113746.7
2252,168673.28
2253,152912.77
2254,177507.92
2255,191489.11
2256,178853.0
2257,215789.1
2258,159599.61
2259,182866.7
2260,151682.27
2261,178897.03
2262,199238.73
2263,378044.4
2264,428684.9
2265,163729.6
2266,311414.06
2267,394299.0
2268,403485.53
2269,146311.89
2270,193489.1
2271,218925.77
2272,205206.48
2273,165293.22
2274,182179.25
2275,165379.62
2276,195152.5
2277,186576.03
2278,151835.14
2279,136068.47
2280,117272.43
2281,182000.02
2282,204831.05
2283,106217.54
2284,116021.19
2285,132366.61
2286,120728.47
2287,399809.56
2288,271842.1
2289,403208.34
2290,455931.3
2291,334673.75
2292,422876.47
2293,515183.6
2294,478005.4
2295,439760.88
2296,276410.75
2297,322403.0
2298,352039.78
2299,418282.6
2300,345983.56
2301,305477.47
2302,260984.7
2303,245536.25
2304,217829.55
2305,179651.69
2306,179012.58
2307,184774.08
2308,214415.2
2309,278112.03
2310,217327.31
2311,189526.72
2312,170224.69
2313,171400.02
2314,178026.52
2315,175617.58
2316,211652.31
2317,185622.64
2318,193302.67
2319,186463.05
2320,190308.56
2321,227848.38
2322,175812.14
2323,173124.38
2324,159135.4
2325,210406.73
2326,167298.12
2327,227490.27
2328,234632.22
2329,186614.05
2330,168758.28
2331,364792.56
2332,395284.9
2333,336144.88
2334,273156.25
2335,273498.06
2336,321224.0
2337,223014.61
2338,287539.1
2339,237720.36
2340,406234.28
2341,225673.17
2342,231658.19
2343,234962.38
2344,232304.45
2345,219055.83
2346,216404.22
2347,219208.86
2348,246047.94
2349,205515.08
2350,305704.38
2351,275964.06
2352,275140.88
2353,283034.1
2354,139875.94
2355,146149.06
2356,160915.3
2357,192165.31
2358,192512.22
2359,133526.0
2360,111634.36
2361,131449.78
2362,255331.64
2363,150937.72
2364,171896.95
2365,222314.36
2366,200329.12
2367,231510.48
2368,230588.8
2369,229568.42
2370,173807.47
2371,180680.19
2372,200329.58
2373,283722.2
2374,311482.8
2375,253393.62
2376,291381.12
2377,368958.1
2378,138643.45
2379,214251.95
2380,136184.84
2381,150043.3
2382,204169.6
2383,199392.88
2384,245799.03
2385,160573.5
2386,140458.33
2387,133711.88
2388,103347.68
2389,120361.516
2390,147232.28
2391,141286.48
2392,121435.48
2393,159275.03
2394,142377.4
2395,218514.56
2396,140772.7
2397,197444.9
2398,129558.99
2399,61788.977
2400,65966.01
2401,121132.24
2402,145206.17
2403,140800.69
2404,144013.2
2405,174539.36
2406,144947.3
2407,127648.05
2408,141053.83
2409,133569.97
2410,153300.62
2411,121637.16
2412,167874.1
2413,140192.02
2414,152545.95
2415,131654.88
2416,133268.92
2417,131266.23
2418,132455.67
2419,144302.94
2420,130257.695
2421,138845.94
2422,109379.766
2423,143761.94
2424,161400.86
2425,270886.6
2426,134525.78
2427,141683.66
2428,172358.66
2429,118832.984
2430,126771.42
2431,103885.55
2432,150676.25
2433,152253.73
2434,138129.62
2435,154572.48
2436,111480.266
2437,115022.29
2438,126498.25
2439,108363.91
2440,107298.63
2441,84810.086
2442,94723.66
2443,123977.234
2444,118888.35
2445,75736.53
2446,143664.7
2447,182539.61
2448,114772.68
2449,112216.7
2450,142925.1
2451,140088.81
2452,228220.33
2453,89788.81
2454,130460.77
2455,119532.24
2456,146702.56
2457,132392.38
2458,123155.945
2459,108378.016
2460,130264.43
2461,113886.71
2462,135421.39
2463,117516.555
2464,200398.45
2465,142134.27
2466,128228.91
2467,133176.48
2468,76713.47
2469,74932.27
2470,179085.11
2471,219729.03
2472,155611.83
2473,113045.25
2474,97030.125
2475,204378.38
2476,108115.01
2477,124436.51
2478,154415.42
2479,98605.39
2480,156311.25
2481,124788.72
2482,119299.92
2483,101988.77
2484,129168.76
2485,128436.98
2486,160264.23
2487,217846.38
2488,155583.78
2489,148477.38
2490,159286.88
2491,94962.57
2492,176375.56
2493,154498.77
2494,148701.78
2495,67592.22
2496,251591.16
2497,158040.22
2498,107625.55
2499,82278.555
2500,124668.53
2501,142864.58
2502,161109.08
2503,93974.734
2504,186853.61
2505,245297.06
2506,263637.1
2507,260348.19
2508,265812.06
2509,214113.25
2510,212280.25
2511,163015.2
2512,226027.92
2513,210827.34
2514,229142.05
2515,147565.22
2516,183574.72
2517,146103.33
2518,141298.9
2519,224815.11
2520,212211.55
2521,193933.25
2522,229166.4
2523,116957.29
2524,141841.61
2525,151252.22
2526,137250.7
2527,104329.28
2528,132684.28
2529,133900.45
2530,122461.02
2531,263467.47
2532,229706.83
2533,202492.45
2534,225221.47
2535,315028.7
2536,240672.0
2537,230840.88
2538,187968.9
2539,181238.0
2540,189971.16
2541,180858.1
2542,182624.66
2543,127061.95
2544,119008.45
2545,132725.11
2546,123289.375
2547,138049.36
2548,155639.58
2549,174075.88
2550,325265.8
2551,134775.08
2552,121099.766
2553,78102.38
2554,96084.52
2555,109040.055
2556,104391.625
2557,113328.12
2558,187524.55
2559,135483.56
2560,157119.47
2561,133821.27
2562,130355.61
2563,145923.6
2564,213212.2
2565,141122.84
2566,180526.47
2567,139954.88
2568,213198.48
2569,204714.2
2570,118288.484
2571,202075.12
2572,124341.66
2573,221971.14
2574,280533.06
2575,129256.43
2576,127189.484
2577,162908.25
2578,86528.59
2579,75535.586
2580,116485.5
2581,111813.29
2582,107164.0
2583,276650.12
2584,166612.33
2585,202146.11
2586,206039.78
2587,191764.27
2588,133435.25
2589,145419.55
2590,224933.38
2591,230979.4
2592,225666.5
2593,253029.45
2594,170719.88
2595,205081.81
2596,323348.75
2597,196688.95
2598,295211.38
2599,306067.47
2600,175814.6
2601,153054.64
2602,76013.09
2603,90749.32
2604,92447.03
2605,76145.89
2606,155989.75
2607,196675.14
2608,205407.1
2609,163173.4
2610,107399.12
2611,108447.83
2612,148162.19
2613,131871.36
2614,133433.98
2615,158964.77
2616,140871.67
2617,187240.45
2618,188790.45
2619,197906.22
2620,188923.92
2621,183416.67
2622,184716.66
2623,231679.75
2624,315334.84
2625,324503.06
2626,175543.17
2627,158389.97
2628,524086.38
2629,562339.0
2630,399104.16
2631,463818.7
2632,496829.28
2633,335740.4
2634,419938.28
2635,159998.5
2636,182440.64
2637,189657.86
2638,278360.56
2639,188674.55
2640,152816.27
2641,106755.8
2642,213932.55
2643,97359.02
2644,126810.28
2645,106333.836
2646,92703.35
2647,108992.79
2648,132393.86
2649,153408.11
2650,127991.88
2651,137327.38
2652,416147.53
2653,232227.7
2654,259062.56
2655,379719.25
2656,314003.25
2657,356162.94
2658,294854.62
2659,322677.6
2660,369373.9
2661,363735.03
2662,362138.4
2663,284786.47
2664,273927.22
2665,333501.4
2666,280259.0
2667,157625.92
2668,176580.3
2669,184022.89
2670,281968.78
2671,188739.98
2672,192176.52
2673,211570.88
2674,206585.75
2675,172060.98
2676,188691.23
2677,189352.88
2678,259046.86
2679,265008.12
2680,291625.75
2681,432795.6
2682,344140.94
2683,551132.5
2684,329904.53
2685,342725.44
2686,239817.02
2687,320072.28
2688,216237.3
2689,195285.31
2690,486385.56
2691,201143.75
2692,139232.8
2693,183794.81
2694,127123.78
2695,194271.72
2696,181734.5
2697,193967.08
2698,196340.69
2699,175668.9
2700,153599.2
2701,158245.11
2702,117652.8
2703,121195.13
2704,134684.16
2705,114647.56
2706,120704.66
2707,125682.03
2708,131235.75
2709,108456.94
2710,125253.55
2711,289686.4
2712,415215.56
2713,165186.6
2714,154005.89
2715,178931.86
2716,134796.61
2717,188095.9
2718,227209.08
2719,154149.47
2720,164249.11
2721,143907.7
2722,175250.6
2723,140112.2
2724,130019.664
2725,139587.12
2726,149852.7
2727,181527.36
2728,163742.4
2729,151659.77
2730,149838.25
2731,129920.06
2732,139881.84
2733,151591.84
2734,128586.75
2735,142563.86
2736,145252.27
2737,127950.414
2738,136113.36
2739,164244.19
2740,152077.62
2741,153279.55
2742,159853.11
2743,146739.25
2744,159937.39
2745,143185.3
2746,141775.36
2747,144001.22
2748,131172.48
2749,130456.9
2750,130229.74
2751,119542.8
2752,216233.5
2753,137229.56
2754,272416.6
2755,136394.28
2756,105050.734
2757,82807.164
2758,93506.516
2759,166006.39
2760,145933.67
2761,153935.67
2762,145347.77
2763,182986.03
2764,135893.12
2765,274117.9
2766,156546.11
2767,101811.18
2768,149674.28
2769,143098.66
2770,141070.53
2771,115893.48
2772,116838.69
2773,185117.6
2774,143460.03
2775,135074.6
2776,141665.14
2777,133808.84
2778,103079.94
2779,142065.61
2780,92870.31
2781,95839.15
2782,103067.125
2783,110234.33
2784,110581.27
2785,144625.36
2786,76847.14
2787,132031.23
2788,72114.73
2789,185064.16
2790,91723.1
2791,115943.14
2792,65790.77
2793,202861.5
2794,101249.12
2795,125463.01
2796,100177.74
2797,221512.44
2798,113818.516
2799,127346.33
2800,65349.508
2801,105695.12
2802,127307.13
2803,175653.9
2804,131275.36
2805,93997.945
2806,79807.08
2807,149687.89
2808,172638.77
2809,139411.89
2810,140225.48
2811,163761.86
2812,147220.97
2813,171008.47
2814,161950.08
2815,95987.5
2816,242348.02
2817,152608.27
2818,131687.1
2819,159610.1
2820,152172.9
2821,110100.17
2822,229348.42
2823,320182.34
2824,200446.3
2825,148113.4
2826,137944.83
2827,136086.92
2828,245304.55
2829,207123.69
2830,233075.44
2831,170663.02
2832,265658.5
2833,314592.88
2834,211286.3
2835,231906.2
2836,190815.25
2837,142426.8
2838,140318.67
2839,169106.98
2840,194676.89
2841,208071.02
2842,241555.06
2843,164556.92
2844,168123.58
2845,119864.586
2846,220324.42
2847,206180.8
2848,206794.39
2849,209583.53
2850,292928.66
2851,229970.61
2852,230635.38
2853,251253.95
2854,141062.12
2855,200248.84
2856,199600.53
2857,187797.69
2858,195515.0
2859,123803.66
2860,124227.5
2861,111656.05
2862,190126.16
2863,135801.17
2864,248371.12
2865,141780.78
2866,136208.02
2867,110656.37
2868,102795.93
2869,106733.78
2870,117537.42
2871,93308.25
2872,55996.062
2873,91576.08
2874,148444.58
2875,106117.37
2876,158307.8
2877,163015.53
2878,170996.16
2879,146321.31
2880,94722.85
2881,141266.69
2882,191206.56
2883,189506.81
2884,222752.39
2885,206698.94
2886,241266.75
2887,84986.836
2888,134309.27
2889,49268.93
2890,87576.82
2891,137970.16
2892,37006.523
2893,86586.93
2894,59907.5
2895,307313.28
2896,277245.84
2897,234557.08
2898,150993.89
2899,210150.61
2900,159855.28
2901,222607.75
2902,202969.88
2903,336911.72
2904,339804.94
2905,86268.414
2906,217196.42
2907,117458.61
2908,134809.88
2909,142221.5
2910,77643.914
2911,76014.46
2912,135026.0
2913,81194.7
2914,77100.96
2915,86088.88
2916,78982.24
2917,161962.8
2918,123500.78
2919,211510.81
